CTFT id;Family;Species;Specific gravity;Country;Sub-continent;Herbarium occurrence
24910;CAESALPINIACEAE;Plagiosiphon emarginatus (Hutch. & Dalziel) J.Leonard;;Cameroun;Afrique;1
24911;CAESALPINIACEAE;Julbernardia seretii Troupin;;Cameroun;Afrique;1
24912;CAESALPINIACEAE;Julbernardia seretii Troupin;;Cameroun;Afrique;1
24913;ACHARIACEAE;Dasylepis sereti De Wild.;;Cameroun;Afrique;1
24914;CAESALPINIACEAE;Normandiodendron bequaertii (De Wild.) J.Leonard;;Cameroun;Afrique;1
24915;MYRISTICACEAE;Coelocaryon preussii Warb.;;Cameroun;Afrique;1
24916;MALVACEAE;Sterculia tragacantha Lindl.;;Cameroun;Afrique;1
24917;MALVACEAE;Desplatsia dewevrei (De Wild. & T.Durand) Burret;0.51;Cameroun;Afrique;1
24918;IRVINGIACEAE;Irvingia gabonensis Baill.;;Cameroun;Afrique;1
24919;MALVACEAE;Pterygota sp;;Cameroun;Afrique;1
24920;LECYTHIDACEAE;Scytopetalum klaineanum Pierre;;Cameroun;Afrique;1
24921;SAPINDACEAE;Laccodiscus pseudostipularis Radlk.;;Cameroun;Afrique;1
24922;COMBRETACEAE;Strephonema mannii Hook.f.;0.98;Cameroun;Afrique;1
24923;ERYTHROXYLACEAE;Erythroxylum mannii Oliv.;;Cameroun;Afrique;1
24924;CAESALPINIACEAE;Crudia harmsiana De Wild.;;Cameroun;Afrique;1
24925;LAMIACEAE;Tectona grandis L.f.;;Burkina faso;Afrique;0
24926;LAMIACEAE;Tectona grandis L.f.;;Burkina faso;Afrique;0
24927;LAMIACEAE;Tectona grandis L.f.;;Burkina faso;Afrique;0
24928;LAMIACEAE;Tectona grandis L.f.;;Burkina faso;Afrique;0
24929;RUBIACEAE;Belonophora sp;;Guinee;Afrique;1
24930;PROTEACEAE;Protea angolensis Welw.;;Guinee;Afrique;1
24931;OCHNACEAE;Ochna membranacea Oliv.;;Guinee;Afrique;1
24932;RHIZOPHORACEAE;Cassipourea adami Jacques-Felix;;Guinee;Afrique;1
24933;RUBIACEAE;Craterispermum sp;;Guinee;Afrique;1
24934;RUBIACEAE;Belonophora coffeoides Hook.f. ssp. hypoglauca S.E.Dawson & Cheek;;Guinee;Afrique;1
24935;RUBIACEAE;Massularia acuminata (G.Don) Bullock ex Hoyle;;Guinee;Afrique;1
24936;PERIDISCACEAE;Soyauxia floribunda Hutch.;;Guinee;Afrique;1
24937;ACHARIACEAE;Caloncoba echinata (Oliv.) Gilg;;Guinee;Afrique;1
24938;ACHARIACEAE;Caloncoba echinata (Oliv.) Gilg;;Guinee;Afrique;1
24939;SOLANACEAE;Solanum donianum Walp.;;Guinee;Afrique;1
24940;RUBIACEAE;Oxyanthus unilocularis Hiern;;Guinee;Afrique;1
24941;PHYLLANTHACEAE;Phyllanthus reticulatus Poiret;;Guinee;Afrique;1
24942;ANNONACEAE;Xylopia sp;;Liberia;Afrique;1
24943;MIMOSACEAE;Calpocalyx aubrevillei Pellegr.;;Liberia;Afrique;1
24944;CHRYSOBALANACEAE;Magnistipula butayei De Wild.;;Liberia;Afrique;1
24945;CAESALPINIACEAE;Anthonotha vignei J.Leonard;;Liberia;Afrique;1
24946;CHRYSOBALANACEAE;Maranthes aubrevillei (Pellegr.) Prance;;Liberia;Afrique;1
24947;ACHARIACEAE;Scottellia klaineana Pierre;;Liberia;Afrique;1
24948;MELASTOMATACEAE;Memecylon ramosum Jacques-Felix;;Liberia;Afrique;1
24949;CHRYSOBALANACEAE;Maranthes robusta (Engl.) Prance;;Liberia;Afrique;1
24950;SAPINDACEAE;Placodiscus turbinatus Radlk.;;Liberia;Afrique;1
24951;SAPOTACEAE;Neolemonniera clitandrifolia (A.Chev.) Heine;;Liberia;Afrique;1
24952;CHRYSOBALANACEAE;Maranthes glabra (Oliv.)Prance;;Liberia;Afrique;1
24953;CAESALPINIACEAE;Guibourtia sp;;Liberia;Afrique;1
24954;SAPOTACEAE;Gambeya subnuda (Baker) Pierre;;Liberia;Afrique;1
24955;MIMOSACEAE;Calpocalyx brevibracteatus Harms;;Liberia;Afrique;1
24956;CAESALPINIACEAE;Daniellia sp;;Liberia;Afrique;1
24957;EUPHORBIACEAE;Discoglypremna caloneura (Pax) Prain;;Liberia;Afrique;1
24958;CALOPHYLLACEAE;Mammea africana Sabine;;Liberia;Afrique;1
24959;OLACACEAE;Strombosia pustulata Oliv.;;Liberia;Afrique;1
24960;CAESALPINIACEAE;Anthonotha fragrans Exell & Hillcoat;;Liberia;Afrique;1
24961;CAESALPINIACEAE;Gilbertiodendron limba (Scott-Elliot) J.Leonard;;Liberia;Afrique;1
24962;ANNONACEAE;Xylopia staudtii Engl. & Diels;;Liberia;Afrique;1
24963;MIMOSACEAE;Tetrapleura chevalieri (Harms) Baker f.;;Liberia;Afrique;1
24964;ACHARIACEAE;Scottellia klaineana Pierre;;Liberia;Afrique;1
24965;CLUSIACEAE;Garcinia sp;;Liberia;Afrique;1
24966;ACHARIACEAE;Scottellia klaineana Pierre;;Liberia;Afrique;0
24967;PUTRANJIVACEAE;Drypetes aubrevillei Leandri;;Liberia;Afrique;1
24968;OLACACEAE;Octoknema borealis Hutch. & Dalziel;;Liberia;Afrique;1
24969;SAPOTACEAE;Gambeya subnuda (Baker) Pierre;;Liberia;Afrique;1
24970;CAESALPINIACEAE;Dialium guineense Willd.;;Liberia;Afrique;1
24971;ANACARDIACEAE;Trichoscypha arborea A.Chev.;;Liberia;Afrique;1
24972;SAPOTACEAE;Donella pruniformis (Engl.) Aubrev. & Pellegr.;;Liberia;Afrique;1
24973;MELIACEAE;Lovoa sp;;Liberia;Afrique;1
24974;ANNONACEAE;Cleistopholis patens (Benth.) Engl. & Diels;;Liberia;Afrique;1
24975;OLACACEAE;Ongokea gore Pierre;;Liberia;Afrique;1
24976;MELASTOMATACEAE;Memecylon ramosum Jacques-Felix;;Liberia;Afrique;1
24977;MIMOSACEAE;Calpocalyx aubrevillei Pellegr.;;Liberia;Afrique;1
24978;RUBIACEAE;Psydrax parviflora (Afzel.) Bridson;;Liberia;Afrique;1
24979;OLACACEAE;Strombosia pustulata Oliv.;;Liberia;Afrique;1
24980;SAPOTACEAE;Gambeya subnuda (Baker) Pierre;;Liberia;Afrique;1
24981;CAESALPINIACEAE;Dialium guineense Willd.;;Senegal;Afrique;0
24982;ANACARDIACEAE;Spondias mombin L.;;Senegal;Afrique;0
24983;CAESALPINIACEAE;Cassia sieberiana DC.;;Senegal;Afrique;0
24984;CAESALPINIACEAE;Erythrophleum africanum Harms;;Senegal;Afrique;0
24985;MELIACEAE;Khaya senegalensis (Desr.) A.Juss.;;Senegal;Afrique;0
24986;CHRYSOBALANACEAE;Parinari excelsa Sabine;;Senegal;Afrique;0
24987;MELIACEAE;Ekebergia capensis Sparrm.;;Senegal;Afrique;0
24988;APOCYNACEAE;Holarrhena floribunda T.Durand & Schinz;;Senegal;Afrique;0
24989;MIMOSACEAE;Albizia zygia (DC.) J.F.Macbr.;;Senegal;Afrique;0
24990;MORACEAE;Antiaris toxicaria Lesch.;;Senegal;Afrique;0
24991;CAESALPINIACEAE;Detarium senegalense Gmel.;;Senegal;Afrique;0
24992;COMBRETACEAE;Terminalia schimperiana Hochst.;;Senegal;Afrique;0
24993;FABACEAE;Cordyla pinnata (A.Rich.) Milne-Rehd.;;Senegal;Afrique;0
24994;FABACEAE;Pericopsis laxiflora Van Meeuw.;;Senegal;Afrique;0
24995;LAMIACEAE;Vitex doniana Sweet;;Senegal;Afrique;0
24996;LAMIACEAE;Vitex sp;;Senegal;Afrique;0
24997;CAESALPINIACEAE;Afzelia africana Smith;0.8;Senegal;Afrique;0
24998;CHRYSOBALANACEAE;Neocarya macrophylla Prance ex F.White;;Senegal;Afrique;0
24999;MIMOSACEAE;Prosopis africana Taub.;;Senegal;Afrique;0
25000;RUBIACEAE;Fleroya stipulosa (DC.) Y.F.Deng;;Senegal;Afrique;0
25001;FABACEAE;Pterocarpus erinaceus Poir.;;Senegal;Afrique;0
25002;CHRYSOBALANACEAE;Atuna cordata Cockburn ex Prance;;Indonesie Java;Asie du Sud-Est;0
25003;CHRYSOBALANACEAE;Parastemon urophyllus (Wall. ex A.DC.) A.DC.;;Indonesie Java;Asie du Sud-Est;0
25004;CHRYSOBALANACEAE;Parinari sp;;Indonesie Java;Asie du Sud-Est;0
25005;CHRYSOBALANACEAE;Parinari nonda F.Muell.;;Salomon;Oceanie;0
25006;CHRYSOBALANACEAE;Maranthes corymbosa Blume;;Papua New Guinea;Asie du Sud-Est;0
25007;ANACARDIACEAE;Lannea welwitschii (Hiern) Engl.;0.57;Centre Afrique;Afrique;0
25008;MALVACEAE;Nesogordonia kabingaensis (K.Schum.) Capuron ex R.Germ.;0.82;Centre Afrique;Afrique;1
25009;MIMOSACEAE;Albizia adianthifolia (Schumach.) W.F.Wight;;Centre Afrique;Afrique;1
25010;FABACEAE;Angylocalyx pynaertii De Wild.;0.74;Centre Afrique;Afrique;1
25011;CANNABACEAE;Celtis adolfi-friderici Engl.;0.74;Centre Afrique;Afrique;1
25012;CAESALPINIACEAE;Prioria oxyphylla (Harms) Breteler;0.66;Centre Afrique;Afrique;1
25013;PASSIFLORACEAE;Paropsia guineensis Oliv.;;Centre Afrique;Afrique;1
25014;MYRTACEAE;Syzygium rowlandii Sprague;;Centre Afrique;Afrique;1
25015;APOCYNACEAE;Holarrhena floribunda T.Durand & Schinz;0.55;Centre Afrique;Afrique;1
25016;OCHNACEAE;Ochna afzelii R.Brown ex Oliv.;;Centre Afrique;Afrique;1
25017;MELIACEAE;Trichilia tessmannii Harms;0.49;Centre Afrique;Afrique;1
25018;CLUSIACEAE;Garcinia kola Heckel;1.04;Centre Afrique;Afrique;1
25019;CAESALPINIACEAE;Erythrophleum sp;;Centre Afrique;Afrique;1
25020;CAESALPINIACEAE;Erythrophleum sp;;Centre Afrique;Afrique;1
25021;CAESALPINIACEAE;Prioria buchholzii (Harms) Breteler;;Centre Afrique;Afrique;0
25022;COMBRETACEAE;Pteleopsis hylodendron Mildbr.;;Centre Afrique;Afrique;0
25023;CAESALPINIACEAE;Mildbraediodendron excelsum Harms;;Centre Afrique;Afrique;0
25024;MELIACEAE;Turraeanthus africana (Welw. ex DC.) Pellegr.;;Centre Afrique;Afrique;0
25025;ANNONACEAE;Hexalobus monopetalus (A.Rich.) Engl. & Diels;;Togo;Afrique;0
25026;CAESALPINIACEAE;Erythrophleum africanum Harms;;Togo;Afrique;0
25027;OCHNACEAE;Lophira lanceolata Van Tiegh. ex Keay;;Togo;Afrique;0
25028;COMBRETACEAE;Terminalia schimperiana Hochst.;0.81;Togo;Afrique;0
25029;CHRYSOBALANACEAE;Parinari curatellifolia Planch. ex Benth.;;Togo;Afrique;0
25030;CAESALPINIACEAE;Berlinia sp;;Togo;Afrique;0
25031;SAPOTACEAE;Manilkara obovata (Sabine & G.Don) Hemsl.;;Togo;Afrique;0
25032;RUBIACEAE;Breonadia salicina (Vahl) Hepper & J.R.I.Wood;;Togo;Afrique;0
25033;MYRTACEAE;Syzygium guineense (Willd.) DC.;;Togo;Afrique;0
25034;MORACEAE;Ficus sp;;Togo;Afrique;0
25035;CAESALPINIACEAE;Cynometra leonensis Hutch. & Dalziel;;Sierra Leone;Afrique;1
25036;CAESALPINIACEAE;Cynometra megalophylla Harms;;Togo;Afrique;0
25037;SAPINDACEAE;Eriocoelum microspermum Radlk.;;Cameroun;Afrique;1
25038;MALVACEAE;Duboscia macrocarpa Bocq.;0.6;Cameroun;Afrique;1
25039;SIMAROUBACEAE;Quassia undulata (Guill. & Perr.) D.Dietr.;;Cameroun;Afrique;1
25040;RHAMNACEAE;Maesopsis eminii Engl.;;Cameroun;Afrique;1
25041;MYRISTICACEAE;Scyphocephalium mannii Warb.;;Cameroun;Afrique;1
25042;ANNONACEAE;Annickia chlorantha (Oliv.) Setten & Maas;;Cameroun;Afrique;1
25043;CTENOLOPHONACEAE;Ctenolophon englerianus Mildbr.;;Gabon;Afrique;1
25044;CAESALPINIACEAE;Microberlinia brazzavillensis A.Chev.;;Congo;Afrique;1
25045;CLUSIACEAE;Symphonia globulifera L.f.;;Congo;Afrique;1
25046;OLACACEAE;Strombosia grandifolia Hook.f.;;Congo;Afrique;1
25047;MALVACEAE;Grewia coriacea Mast.;0.75;Congo;Afrique;1
25048;CAESALPINIACEAE;Berlinia bracteosa Benth.;;Congo;Afrique;1
25049;OLACACEAE;Octoknema affinis Pierre ex Tiegh.;;Congo;Afrique;1
25050;PANDACEAE;Panda oleosa Pierre;;Congo;Afrique;1
25051;URTICACEAE;Myrianthus serratus (Trecul) Benth. & Hook.f.;;Congo;Afrique;1
25052;EBENACEAE;Diospyros sanza-minika A.Chev.;;Congo;Afrique;1
25053;CAESALPINIACEAE;Tessmannia africana Harms;;Congo;Afrique;1
25054;RUBIACEAE;RUB indéterminé;;Congo;Afrique;1
25055;APOCYNACEAE;Rauvolfia sp;;Congo;Afrique;1
25056;SAPINDACEAE;Pancovia sp;;Congo;Afrique;1
25057;RUBIACEAE;Psychotria sp;;Congo;Afrique;1
25058;ANACARDIACEAE;Trichoscypha sp;;Congo;Afrique;1
25059;MORACEAE;Treculia africana Decne.;;Congo;Afrique;1
25060;CAESALPINIACEAE;Hylodendron gabunense Taub.;;Congo;Afrique;1
25061;CAESALPINIACEAE;Aphanocalyx microphyllus (Harms) Wieringa;;Congo;Afrique;1
25062;MELIACEAE;Guarea thompsonii Sprague & Hutch.;;Congo;Afrique;1
25063;MORACEAE;Trilepisium madagascariense Thouars ex DC.;;Congo;Afrique;1
25064;ANACARDIACEAE;Haematostaphis sp;;Congo;Afrique;1
25065;INCONNUE;Famille inconnue;;Congo;Afrique;1
25066;CAESALPINIACEAE;Erythrophleum suaveolens Brenan;;Congo;Afrique;1
25067;MALVACEAE;Grewia sp;;Congo;Afrique;1
25068;HUMIRIACEAE;Sacoglottis gabonensis Urb.;;Congo;Afrique;1
25069;SAPINDACEAE;Blighia sp;;Congo;Afrique;1
25070;CAESALPINIACEAE;Hymenostegia sp;;Congo;Afrique;1
25071;MIMOSACEAE;Albizia adianthifolia W.F.Wight ssp. intermedia Vil.;;Congo;Afrique;1
25072;APOCYNACEAE;Tabernaemontana sp;;Congo;Afrique;1
25073;ANNONACEAE;Neostenanthera sp;;Congo;Afrique;1
25074;RHAMNACEAE;Maesopsis eminii Engl.;;Congo;Afrique;1
25075;LAMIACEAE;Vitex doniana Sweet;;Congo;Afrique;1
25076;MALVACEAE;Sterculia tragacantha Lindl.;;Congo;Afrique;1
25077;MALVACEAE;Cola ballayi Cornu ex Heckel;0.65;Congo;Afrique;1
25078;RUTACEAE;Zanthoxylum heitzii (Aubrev. & Pellegr.) P.G.Waterman;;Zaire;Afrique;0
25079;ANNONACEAE;Polyceratocarpus gossweileri (Exell) Paiva;;Zaire;Afrique;0
25080;CALOPHYLLACEAE;Lebrunia bushaie Stan.;;Zaire;Afrique;0
25081;CAESALPINIACEAE;Dialium excelsum Louis;;Zaire;Afrique;1
25082;CLUSIACEAE;Garcinia punctata Oliv.;;Zaire;Afrique;1
25083;LAURACEAE;Beilschmiedia louisii Robyns & Wilczek;0.54;Zaire;Afrique;1
25084;CAESALPINIACEAE;Tessmannia yangambiensis Louis;;Zaire;Afrique;1
25085;LAMIACEAE;Vitex congolensis De Wild. & Durand;;Zaire;Afrique;1
25086;CAESALPINIACEAE;Tessmannia lescrauwaertii Harms;;Zaire;Afrique;1
25087;PHYLLANTHACEAE;Cleistanthus mildbraedii Jabl.;;Zaire;Afrique;1
25088;CAESALPINIACEAE;Dialium pentandrum Louis ex Steyaert;;Zaire;Afrique;1
25089;MELIACEAE;Guarea laurentii De Wild.;;Zaire;Afrique;1
25090;CAESALPINIACEAE;Gilletiodendron mildbraedii Vermoesen;;Zaire;Afrique;1
25091;CAESALPINIACEAE;Prioria oxyphylla (Harms) Breteler;;Zaire;Afrique;1
25092;SAPOTACEAE;Gambeya lacourtiana (De Wild.) Aubrev. & Pellegr.;;Zaire;Afrique;1
25093;MELIACEAE;Entandrophragma palustre Staner;;Zaire;Afrique;1
25094;CAESALPINIACEAE;Copaifera religiosa J.Leonard;;Zaire;Afrique;1
25095;CAESALPINIACEAE;Guibourtia arnoldiana J.Leonard;;Zaire;Afrique;1
25096;LAURACEAE;Beilschmiedia corbisieri Robyns & Wilczek;0.58;Zaire;Afrique;0
25097;RUTACEAE;Zanthoxylum lemairei (De Wild.) P.G.Waterman;;Zaire;Afrique;0
25098;THOMANDERSIACEAE;Thomandersia hensii De Wild. & T.Durand;;Zaire;Afrique;1
25099;CAESALPINIACEAE;Afzelia pachyloba Harms;;Zaire;Afrique;0
25100;CAESALPINIACEAE;Afzelia bipindensis Harms;;Zaire;Afrique;0
25101;CAESALPINIACEAE;Afzelia quanzensis Welw.;;Zaire;Afrique;0
25102;CAESALPINIACEAE;Guibourtia sp;;Zaire;Afrique;0
25103;CAESALPINIACEAE;Afzelia peturei De Wild.;;Zaire;Afrique;0
25104;CAESALPINIACEAE;Afzelia bipindensis Harms;;Zaire;Afrique;0
25105;LAURACEAE;Beilschmiedia mannioides Robyns & Wilczek;;Zaire;Afrique;1
25106;LAURACEAE;Beilschmiedia congolana Robyns & Wilczek;;Zaire;Afrique;1
25107;LAURACEAE;Beilschmiedia gilbertii Robyns & Wilcz. var. glabra;0.68;Zaire;Afrique;1
25108;LAURACEAE;Beilschmiedia alata Robyns & Wilczek;;Zaire;Afrique;1
25109;LAURACEAE;Beilschmiedia variabilis Robyns & Wilczek;;Zaire;Afrique;1
25110;LAURACEAE;Beilschmiedia louisii Robyns & Wilczek;0.62;Zaire;Afrique;1
25111;CAESALPINIACEAE;Chidlowia sanguinea Hoyle;;Ghana;Afrique;0
25112;RHAMNACEAE;Lasiodiscus chevalieri Hutch.;;Ghana;Afrique;0
25113;MALVACEAE;Hildegardia barteri (Mast.) Kosterm.;;Ghana;Afrique;0
25114;MIMOSACEAE;Parkia biglobosa (Jacq.) R.Br. ex G.Don;;Ghana;Afrique;0
25115;MALVACEAE;Christiana africana DC.;;Ghana;Afrique;0
25116;MALVACEAE;Desplatsia subericarpa Bocq.;;Ghana;Afrique;0
25117;OLACACEAE;Olax subscorpioidea Oliv.;;Ghana;Afrique;0
25118;MALVACEAE;Cola millenii K.Schum.;;Ghana;Afrique;0
25119;PUTRANJIVACEAE;Drypetes gilgiana (Pax) Pax & K.Hoffm.;;Ghana;Afrique;0
25120;CANNABACEAE;Trema sp;;Ghana;Afrique;0
25121;ULMACEAE;Chaetachme aristata Planch.;;Ghana;Afrique;0
25122;RUTACEAE;Aeglopsis chevalieri Swingle;;Ghana;Afrique;0
25123;RUBIACEAE;Mitragyna inermis (Willd.) Kuntze;;Ghana;Afrique;1
25124;CUPRESSACEAE;Cupressus sp;;Cameroun;Afrique;0
25125;SAPOTACEAE;Gluema ivorensis Aubrev. & Pellegr.;;Liberia;Afrique;1
25126;EUPHORBIACEAE;Endospermum macrophyllum (Müll.Arg.) Pax & K.Hoffm.;0.62;Fidji;Oceanie;0
25127;LYTHRACEAE;Duabanga moluccana Blume;0.52;Indonesie n.p.;Asie du Sud-Est;0
25128;CAESALPINIACEAE;Prioria oxyphylla (Harms) Breteler;;Nigeria;Afrique;1
25129;CAESALPINIACEAE;Cynometra alexandri C.H.Wright;;Ouganda;Afrique;1
25130;MALVACEAE;Bombax buonopozense P.Beauv.;;Cameroun;Afrique;1
25131;CAESALPINIACEAE;Plagiosiphon longitubus J.Leonard;;Cameroun;Afrique;1
25132;IRVINGIACEAE;Irvingia gabonensis Baill.;;Cameroun;Afrique;1
25133;MALVACEAE;Desplatsia dewevrei (De Wild. & T.Durand) Burret;0.55;Cameroun;Afrique;1
25134;MALVACEAE;Pterygota sp;0.79;Cameroun;Afrique;1
25135;MYRISTICACEAE;Cephalosphaera usambarensis Warb.;;Tanzanie;Afrique;1
25136;MYRISTICACEAE;Cephalosphaera usambarensis Warb.;;Tanzanie;Afrique;0
25137;CAESALPINIACEAE;Brachystegia spiciformis Benth.;;Tanzanie;Afrique;1
25138;CAESALPINIACEAE;Brachystegia microphylla Harms;;Tanzanie;Afrique;1
25139;MELIACEAE;Turraea nilotica Kotschy & Peyr.;;Tanzanie;Afrique;1
25140;CANELLACEAE;Warburgia stuhlmannii Engl.;;Tanzanie;Afrique;1
25141;FABACEAE;Xanthocercis madagascariensis Baill.;;Madagascar;Ocean Indien;1
25142;MORACEAE;Ficus sp;;Madagascar;Ocean Indien;0
25143;MALVACEAE;Byttneria biloba Baill. ssp. biloba;;Madagascar;Ocean Indien;0
25144;OXALIDACEAE;Dapania pentandra R.Cap.;;Madagascar;Ocean Indien;0
25145;BORAGINACEAE;Cordia alliodora (Ruiz & Pav.) Oken;;Nicaragua;Amerique Centrale et Antilles;1
25146;VOCHYSIACEAE;Vochysia guatemalensis Donn.-Sm.;;Nicaragua;Amerique Centrale et Antilles;1
25147;MELIACEAE;Swietenia macrophylla King;;Nicaragua;Amerique Centrale et Antilles;1
25148;COMBRETACEAE;Terminalia amazonia (J.F.Gmel.) Exell;;Honduras;Amerique Centrale et Antilles;1
25149;LAMIACEAE;Vitex gaumeri Greenm.;;Honduras;Amerique Centrale et Antilles;1
25150;BORAGINACEAE;Cordia alliodora (Ruiz & Pav.) Oken;;Honduras;Amerique Centrale et Antilles;1
25151;BIGNONIACEAE;Tabebuia rosea (Bertol.) A.DC.;;Honduras;Amerique Centrale et Antilles;1
25152;BIGNONIACEAE;Tabebuia rosea (Bertol.) A.DC.;;Honduras;Amerique Centrale et Antilles;1
25153;BIGNONIACEAE;Handroanthus guayacan (Seem.) S.O.Grose;1.06;Honduras;Amerique Centrale et Antilles;1
25154;BIGNONIACEAE;Handroanthus guayacan (Seem.) S.O.Grose;1.13;Honduras;Amerique Centrale et Antilles;1
25155;BORAGINACEAE;Cordia alliodora (Ruiz & Pav.) Oken;;Honduras;Amerique Centrale et Antilles;1
25156;BORAGINACEAE;Cordia alliodora (Ruiz & Pav.) Oken;;Honduras;Amerique Centrale et Antilles;1
25157;BIGNONIACEAE;Handroanthus ochracea Mattos ssp. neochrysanthus S.O.Grose;;Honduras;Amerique Centrale et Antilles;1
25158;LAMIACEAE;Vitex longiracemosa Pittier;;Honduras;Amerique Centrale et Antilles;1
25159;LAMIACEAE;Vitex longiracemosa Pittier;;Honduras;Amerique Centrale et Antilles;1
25160;MALVACEAE;Bombacopsis quinata (Jacq.) Dugand;;Honduras;Amerique Centrale et Antilles;1
25161;MORACEAE;Maclura tinctoria (L.) D.Don ex Steud.;;Honduras;Amerique Centrale et Antilles;1
25162;MORACEAE;Maclura tinctoria (L.) D.Don ex Steud.;;Honduras;Amerique Centrale et Antilles;1
25163;CAESALPINIACEAE;Hymenaea courbaril L.;;Honduras;Amerique Centrale et Antilles;1
25164;PINACEAE;Pinus oocarpa Schiede ex Schltdl.;;Honduras;Amerique Centrale et Antilles;1
25165;LAMIACEAE;Tectona grandis L.f.;;Honduras;Amerique Centrale et Antilles;1
25166;LAMIACEAE;Tectona grandis L.f.;;Honduras;Amerique Centrale et Antilles;1
25167;MELIACEAE;Swietenia macrophylla King;0.54;Honduras;Amerique Centrale et Antilles;1
25168;MELIACEAE;Swietenia macrophylla King;0.63;Honduras;Amerique Centrale et Antilles;1
25169;COMBRETACEAE;Terminalia amazonia (J.F.Gmel.) Exell;;Honduras;Amerique Centrale et Antilles;1
25170;PINACEAE;Pinus oocarpa Schiede ex Schltdl.;;Honduras;Amerique Centrale et Antilles;1
25171;MALVACEAE;Bombacopsis quinata (Jacq.) Dugand;0.63;Honduras;Amerique Centrale et Antilles;1
25172;ANACARDIACEAE;Astronium graveolens Jacq.;;Panama;Amerique Centrale et Antilles;1
25173;CAESALPINIACEAE;Mora megistosperma (Pittier) Britton & Rose;;Panama;Amerique Centrale et Antilles;1
25174;BORAGINACEAE;Cordia alliodora (Ruiz & Pav.) Oken;;Panama;Amerique Centrale et Antilles;1
25175;MORACEAE;Maclura tinctoria (L.) D.Don ex Steud.;;Panama;Amerique Centrale et Antilles;1
25176;RUTACEAE;Zanthoxylum riedelianum Engl.;;Panama;Amerique Centrale et Antilles;1
25177;ANACARDIACEAE;Anacardium excelsum (Kunth) Skeels;;Panama;Amerique Centrale et Antilles;1
25178;ANACARDIACEAE;Spondias mombin L.;;Panama;Amerique Centrale et Antilles;0
25179;MALVACEAE;Hibiscus tiliaceus L.;;Panama;Amerique Centrale et Antilles;0
25180;MELIACEAE;Cedrela odorata L.;;Panama;Amerique Centrale et Antilles;0
25181;CAESALPINIACEAE;Peltogyne purpurea Pittier;;Panama;Amerique Centrale et Antilles;1
25182;FABACEAE;Centrolobium paraense Tul. var. orinocense Benth.;;Panama;Amerique Centrale et Antilles;0
25183;LYTHRACEAE;Lafoensia punicifolia DC.;;Panama;Amerique Centrale et Antilles;1
25184;BIGNONIACEAE;Handroanthus guayacan (Seem.) S.O.Grose;;Panama;Amerique Centrale et Antilles;0
25185;ANNONACEAE;Xylopia hypolampra Mildbr.;;Congo;Afrique;1
25186;MIMOSACEAE;Albizia ferruginea (Guill. & Perr.) Benth.;;Congo;Afrique;0
25187;CAESALPINIACEAE;Dialium guianense (Aubl.) Sandwith;;Panama;Amerique Centrale et Antilles;0
25188;SAPINDACEAE;Ganophyllum giganteum Haum.;;Congo;Afrique;0
25189;CAESALPINIACEAE;Brownea macrophylla Linden ex Mart.;;Panama;Amerique Centrale et Antilles;1
25190;FABACEAE;Centrolobium paraense Tul. var. orinocense Benth.;;Panama;Amerique Centrale et Antilles;1
25191;CAESALPINIACEAE;Cassia grandis L.f.;;Panama;Amerique Centrale et Antilles;0
25192;MIMOSACEAE;Enterolobium schomburgkii Benth.;;Panama;Amerique Centrale et Antilles;1
25193;FABACEAE;Centrolobium paraense Tul. var. orinocense Benth.;;Panama;Amerique Centrale et Antilles;0
25194;MIMOSACEAE;Chloroleucon mangense (Jacq.) Macbr.;;Panama;Amerique Centrale et Antilles;1
25195;MIMOSACEAE;Chloroleucon mangense (Jacq.) Macbr.;;Panama;Amerique Centrale et Antilles;1
25196;MELIACEAE;Swietenia macrophylla King;;Guatemala;Amerique Centrale et Antilles;0
25197;LAMIACEAE;Vitex cooperi Standl.;;Guatemala;Amerique Centrale et Antilles;1
25198;MALVACEAE;Bombacopsis quinata (Jacq.) Dugand;;Panama;Amerique Centrale et Antilles;1
25199;MAGNOLIACEAE;Magnolia sororum Seibert;;Panama;Amerique Centrale et Antilles;1
25200;MAGNOLIACEAE;Magnolia sororum Seibert;;Panama;Amerique Centrale et Antilles;1
25201;MALVACEAE;Bombacopsis quinata (Jacq.) Dugand;;Panama;Amerique Centrale et Antilles;1
25202;FABACEAE;Dipteryx oleifera Benth.;;Panama;Amerique Centrale et Antilles;1
25203;BIGNONIACEAE;Tabebuia rosea (Bertol.) A.DC.;;Panama;Amerique Centrale et Antilles;1
25204;BIGNONIACEAE;Tabebuia rosea (Bertol.) A.DC.;;Panama;Amerique Centrale et Antilles;1
25205;COMBRETACEAE;Terminalia amazonia (J.F.Gmel.) Exell;;Panama;Amerique Centrale et Antilles;1
25206;CAESALPINIACEAE;Prioria copaifera Griseb.;;Panama;Amerique Centrale et Antilles;1
25207;MELIACEAE;Cedrela tonduzii C.DC.;0.45;Panama;Amerique Centrale et Antilles;1
25208;MELIACEAE;Cedrela tonduzii C.DC.;0.47;Panama;Amerique Centrale et Antilles;1
25209;LAMIACEAE;Vitex floridula Duchass. & Walp.;;Panama;Amerique Centrale et Antilles;1
25210;MELIACEAE;Cedrela odorata L.;;Colombie;Amerique du Sud;1
25211;CAESALPINIACEAE;Dialium guianense (Aubl.) Sandwith;;Guatemala;Amerique Centrale et Antilles;1
